"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	462	1366071	33.8
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1989"	"1989"	465	1395290	33.3
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	446	1415642	31.5
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	494	1460229	33.8
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	461	1537181	30.0
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	459	1611541	28.5
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	585	1697510	34.5
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	558	1789727	31.2
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	598	1887549	31.7
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	689	1984719	34.7
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	700	2079531	33.7
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1979"	"1979"	87	228000	38.2
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1980"	"1980"	89	248249	35.9
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1981"	"1981"	92	268433	34.3
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1982"	"1982"	85	283796	30.0
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1983"	"1983"	92	299383	30.7
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1984"	"1984"	105	316311	33.2
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1985"	"1985"	95	335456	28.3
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1986"	"1986"	92	356790	25.8
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1987"	"1987"	101	380338	26.6
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1988"	"1988"	78	406989	19.2
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1989"	"1989"	100	436200	22.9
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1990"	"1990"	115	462435	24.9
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1991"	"1991"	122	503863	24.2
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1992"	"1992"	135	549449	24.6
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1993"	"1993"	144	598220	24.1
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1994"	"1994"	150	648868	23.1
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1995"	"1995"	166	702346	23.6
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1996"	"1996"	177	757645	23.4
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1997"	"1997"	180	813069	22.1
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1998"	"1998"	184	872431	21.1
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1979"	"1979"	3604	10389000	34.7
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1980"	"1980"	3404	10285081	33.1
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1981"	"1981"	3380	10123744	33.4
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1982"	"1982"	3088	10008291	30.9
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1983"	"1983"	2899	9934259	29.2
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1984"	"1984"	2954	9910332	29.8
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1985"	"1985"	2826	9909290	28.5
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1986"	"1986"	2786	9963049	28.0
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1987"	"1987"	2825	10127527	27.9
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1988"	"1988"	2897	10495138	27.6
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1989"	"1989"	2848	10780038	26.4
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	2849	10946272	26.0
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	2913	11244662	25.9
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	2991	11989079	24.9
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	3138	12532210	25.0
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	3274	13049744	25.1
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	3368	13574568	24.8
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	3698	14089331	26.2
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	3848	14629907	26.3
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	3972	15006729	26.5
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	2210	1024000	215.8
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1980"	"1980"	2200	1024110	214.8
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	2088	1030724	202.6
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1982"	"1982"	1856	1035289	179.3
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1983"	"1983"	1678	1045100	160.6
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1984"	"1984"	1587	1055738	150.3
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1985"	"1985"	1639	1068992	153.3
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	1689	1082383	156.0
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	1616	1105212	146.2
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	1693	1131509	149.6
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1989"	"1989"	1738	1156791	150.2
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	1664	1175149	141.6
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	1625	1214347	133.8
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	1729	1283708	134.7
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	1881	1349024	139.4
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	1879	1425035	131.9
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	2022	1506501	134.2
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	2040	1593380	128.0
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	2035	1681191	121.0
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	2209	1769323	124.9
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1979"	"1979"	168	190000	88.4
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1980"	"1980"	174	210804	82.5
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1981"	"1981"	191	232708	82.1
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1982"	"1982"	214	250653	85.4
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1983"	"1983"	214	269007	79.6
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1984"	"1984"	198	289113	68.5
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1985"	"1985"	189	310028	61.0
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1986"	"1986"	222	333247	66.6
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1987"	"1987"	197	356516	55.3
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1988"	"1988"	218	382794	56.9
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1989"	"1989"	230	409900	56.1
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1990"	"1990"	234	432931	54.1
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1991"	"1991"	269	467008	57.6
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1992"	"1992"	272	503244	54.0
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1993"	"1993"	263	542602	48.5
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1994"	"1994"	302	583319	51.8
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1995"	"1995"	308	627331	49.1
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1996"	"1996"	305	673142	45.3
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1997"	"1997"	362	719268	50.3
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1998"	"1998"	355	769918	46.1
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1979"	"1979"	9210	9853000	93.5
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1980"	"1980"	9084	9774005	92.9
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1981"	"1981"	8850	9662879	91.6
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1982"	"1982"	8322	9582793	86.8
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1983"	"1983"	7872	9534316	82.6
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1984"	"1984"	7874	9530202	82.6
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1985"	"1985"	7549	9537522	79.2
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1986"	"1986"	7759	9610491	80.7
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1987"	"1987"	7548	9790627	77.1
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1988"	"1988"	7713	10166747	75.9
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1989"	"1989"	7918	10454971	75.7
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	7940	10624221	74.7
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	8084	10930043	74.0
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	8285	11685057	70.9
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	8795	12230352	71.9
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	9266	12748285	72.7
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	9765	13279766	73.5
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	10263	13798918	74.4
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	10752	14349354	74.9
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	11114	14733925	75.4
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1979"	"1979"	491	1044000	47.0
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	508	1059334	48.0
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1981"	"1981"	492	1076863	45.7
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1982"	"1982"	421	1090373	38.6
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	446	1102951	40.4
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	425	1112918	38.2
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1985"	"1985"	430	1121416	38.3
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	489	1128029	43.3
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1987"	"1987"	423	1132561	37.3
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	422	1133389	37.2
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1989"	"1989"	444	1132167	39.2
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	415	1134501	36.6
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	380	1142772	33.3
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	367	1150376	31.9
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	372	1163087	32.0
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	359	1178893	30.5
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	389	1197923	32.5
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	371	1216374	30.5
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	420	1247408	33.7
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	376	1283284	29.3
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1979"	"1979"	49	147000	33.3
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1980"	"1980"	54	166618	32.4
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1981"	"1981"	52	187838	27.7
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1982"	"1982"	72	204597	35.2
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1983"	"1983"	64	220305	29.1
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1984"	"1984"	72	236492	30.4
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1985"	"1985"	71	252062	28.2
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1986"	"1986"	81	268703	30.1
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1987"	"1987"	81	283758	28.5
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1988"	"1988"	76	298395	25.5
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1989"	"1989"	80	312523	25.6
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1990"	"1990"	100	324990	30.8
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1991"	"1991"	104	342104	30.4
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1992"	"1992"	95	360111	26.4
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1993"	"1993"	90	378889	23.8
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1994"	"1994"	119	396298	30.0
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1995"	"1995"	97	415273	23.4
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1996"	"1996"	112	436703	25.6
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1997"	"1997"	109	461979	23.6
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1998"	"1998"	106	488734	21.7
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1979"	"1979"	3714	10216000	36.4
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1980"	"1980"	3600	10325168	34.9
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1981"	"1981"	3589	10399038	34.5
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1982"	"1982"	3412	10427360	32.7
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1983"	"1983"	3322	10436004	31.8
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1984"	"1984"	3363	10422781	32.3
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1985"	"1985"	3260	10377680	31.4
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1986"	"1986"	3178	10277575	30.9
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1987"	"1987"	3186	10120665	31.5
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1988"	"1988"	3083	9967865	30.9
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1989"	"1989"	2896	9793451	29.6
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	2892	9698092	29.8
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	2605	9604393	27.1
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	2498	9530399	26.2
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	2582	9494874	27.2
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	2448	9513437	25.7
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	2539	9548153	26.6
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	2615	9632190	27.1
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	2677	9825384	27.2
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	2800	10217829	27.4
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	1580	845000	187.0
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1980"	"1980"	1670	853941	195.6
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	1557	863922	180.2
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1982"	"1982"	1431	871520	164.2
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1983"	"1983"	1462	878687	166.4
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1984"	"1984"	1367	883962	154.6
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1985"	"1985"	1402	887211	158.0
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	1324	888727	149.0
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	1273	887633	143.4
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	1282	884760	144.9
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1989"	"1989"	1301	881000	147.7
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	1163	878148	132.4
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	1129	889866	126.9
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	1077	898874	119.8
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	1035	913265	113.3
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	1056	927870	113.8
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	1082	946487	114.3
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	1042	963590	108.1
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	1058	992888	106.6
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	1052	1026115	102.5
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1979"	"1979"	155	135000	114.8
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1980"	"1980"	138	147104	93.8
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1981"	"1981"	131	162408	80.7
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1982"	"1982"	154	174338	88.3
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1983"	"1983"	143	184969	77.3
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1984"	"1984"	139	195741	71.0
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1985"	"1985"	139	206755	67.2
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1986"	"1986"	148	217722	68.0
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1987"	"1987"	169	228811	73.9
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1988"	"1988"	171	239618	71.4
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1989"	"1989"	163	251932	64.7
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1990"	"1990"	175	263560	66.4
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1991"	"1991"	194	281113	69.0
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1992"	"1992"	163	299297	54.5
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1993"	"1993"	201	318303	63.1
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1994"	"1994"	207	337613	61.3
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1995"	"1995"	221	357822	61.8
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1996"	"1996"	183	381107	48.0
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1997"	"1997"	240	405987	59.1
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1998"	"1998"	213	432808	49.2
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1979"	"1979"	8824	9061000	97.4
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1980"	"1980"	8648	9150710	94.5
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1981"	"1981"	8597	9223754	93.2
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1982"	"1982"	8264	9261705	89.2
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1983"	"1983"	8050	9288966	86.7
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1984"	"1984"	8084	9302273	86.9
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1985"	"1985"	8133	9289997	87.5
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1986"	"1986"	7776	9213135	84.4
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1987"	"1987"	7789	9097260	85.6
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1988"	"1988"	7371	8989694	82.0
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1989"	"1989"	7288	8869925	82.2
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	7102	8813361	80.6
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	6717	8785613	76.5
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	6459	8759001	73.7
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	6365	8760053	72.7
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	6165	8805026	70.0
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	6323	8854364	71.4
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	6528	8960022	72.9
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	6624	9165665	72.3
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	6736	9562185	70.4
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1979"	"1979"	456	766000	59.5
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	540	776085	69.6
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1981"	"1981"	427	793300	53.8
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1982"	"1982"	439	805162	54.5
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	483	815375	59.2
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	439	824415	53.2
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1985"	"1985"	461	833262	55.3
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	475	843590	56.3
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1987"	"1987"	482	853516	56.5
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	487	864317	56.3
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1989"	"1989"	509	875768	58.1
