"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by hanging and strangulation"	"E963"	4	280852	1.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	1	280852	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	2	280852	0.7 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	24	280852	8.5
"Total"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"			31	280852	11.0
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by hanging and strangulation"	"E963"	2	263249	0.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by submersion (drowning)"	"E964"	2	263249	0.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	26	263249	9.9
"Total"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"			30	263249	11.4
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	3	253730	1.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by submersion (drowning)"	"E964"	3	253730	1.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	1	253730	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	2	253730	0.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by pushing from high place"	"E967"	1	253730	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	15	253730	5.9 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"			25	253730	9.9
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	4	250570	1.6 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	5	250570	2.0 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	2	250570	0.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	19	250570	7.6 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"			30	250570	12.0
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	6	251947	2.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by submersion (drowning)"	"E964"	2	251947	0.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	2	251947	0.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	3	251947	1.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by pushing from high place"	"E967"	1	251947	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	20	251947	7.9
"Total"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"			34	251947	13.5
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	1	252538	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by submersion (drowning)"	"E964"	3	252538	1.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	3	252538	1.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	1	252538	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	27	252538	10.7
"Total"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"			35	252538	13.9
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by poisoning"	"E962"	2	266831	0.7 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	3	266831	1.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by submersion (drowning)"	"E964"	1	266831	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	3	266831	1.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	31	266831	11.6
"Total"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"			40	266831	15.0
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	3	270018	1.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	2	270018	0.7 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by cutting and piercing instruments"	"E966"	3	270018	1.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	24	270018	8.9
"Total"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"			32	270018	11.9
"Total"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"					348	2910171	12.0
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	1	26510	3.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	1	26510	3.8 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"			2	26510	7.5 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	1	28820	3.5 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	1	28820	3.5 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"			2	28820	6.9 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	2	30408	6.6 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"			2	30408	6.6 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	3	32078	9.4 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"			3	32078	9.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	4	32054	12.5 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"			4	32054	12.5 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	1	33095	3.0 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	2	33095	6.0 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"			3	33095	9.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Assault by submersion (drowning)"	"E964"	1	35092	2.8 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"			1	35092	2.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	1	36168	2.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	1	36168	2.8 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"			2	36168	5.5 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	3	38861	7.7 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"			3	38861	7.7 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	2	44803	4.5 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"			2	44803	4.5 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"					24	378694	6.3
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by poisoning"	"E962"	1	1504706	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by hanging and strangulation"	"E963"	6	1504706	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by submersion (drowning)"	"E964"	4	1504706	0.3 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	3	1504706	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	43	1504706	2.9
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"			57	1504706	3.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by poisoning"	"E962"	1	1547716	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	5	1547716	0.3 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by submersion (drowning)"	"E964"	2	1547716	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	3	1547716	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	4	1547716	0.3 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	36	1547716	2.3
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"			51	1547716	3.3
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by hanging and strangulation"	"E963"	3	1599680	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by submersion (drowning)"	"E964"	5	1599680	0.3 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	4	1599680	0.3 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by cutting and piercing instruments"	"E966"	3	1599680	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	28	1599680	1.8
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"			43	1599680	2.7
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by hanging and strangulation"	"E963"	12	1509980	0.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by submersion (drowning)"	"E964"	2	1509980	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	4	1509980	0.3 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	1	1509980	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by pushing from high place"	"E967"	1	1509980	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	38	1509980	2.5
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"			58	1509980	3.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by poisoning"	"E962"	2	1374624	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by hanging and strangulation"	"E963"	6	1374624	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by submersion (drowning)"	"E964"	8	1374624	0.6 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	2	1374624	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by cutting and piercing instruments"	"E966"	2	1374624	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	38	1374624	2.8
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"			58	1374624	4.2
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by poisoning"	"E962"	1	1321501	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	6	1321501	0.5 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by submersion (drowning)"	"E964"	2	1321501	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	5	1321501	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	2	1321501	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	37	1321501	2.8
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"			53	1321501	4.0
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Fight, brawl, rape"	"E960"	1	1336452	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	3	1336452	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by submersion (drowning)"	"E964"	2	1336452	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	1	1336452	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	40	1336452	3.0
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"			47	1336452	3.5
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by poisoning"	"E962"	1	1325020	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	12	1325020	0.9 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by submersion (drowning)"	"E964"	3	1325020	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	6	1325020	0.5 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	2	1325020	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	42	1325020	3.2
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"			66	1325020	5.0
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by poisoning"	"E962"	2	1333037	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	6	1333037	0.5 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	6	1333037	0.5 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	3	1333037	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	33	1333037	2.5
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"			50	1333037	3.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by poisoning"	"E962"	2	1398280	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	6	1398280	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	5	1398280	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	3	1398280	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	40	1398280	2.9
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"			56	1398280	4.0
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	6	1394573	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by submersion (drowning)"	"E964"	2	1394573	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by cutting and piercing instruments"	"E966"	2	1394573	0.1 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	37	1394573	2.7
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Late effect of injury purposely inflicted by other person"	"E969"	1	1394573	0.1 (Unreliable)
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"			48	1394573	3.4
"Total"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"					587	15645569	3.8
"Total"	"< 1 year"	"1"	"Male"	"M"							959	18934434	5.1
"Total"	"< 1 year"	"1"									1835	36916357	5.0
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by hanging and strangulation"	"E963"	1	1042000	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	9	1042000	0.9 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	2	1042000	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	24	1042000	2.3
"Total"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"			36	1042000	3.5
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	1	1008000	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	6	1008000	0.6 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	23	1008000	2.3
"Total"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"			30	1008000	3.0
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Fight, brawl, rape"	"E960"	1	970376	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by hanging and strangulation"	"E963"	3	970376	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by submersion (drowning)"	"E964"	2	970376	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	10	970376	1.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by cutting and piercing instruments"	"E966"	2	970376	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by pushing from high place"	"E967"	1	970376	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	42	970376	4.3
"Total"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"			61	970376	6.3
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by hanging and strangulation"	"E963"	1	969000	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by submersion (drowning)"	"E964"	2	969000	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	6	969000	0.6 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	2	969000	0.2 (Unreliable)
