"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"Other Race"	"2131-1"	"Assault by submersion (drowning)"	"E964"	1	68283	1.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"Other Race"	"2131-1"	"Striking by blunt or thrown object"	"E968.2"	1	68283	1.5 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"Other Race"	"2131-1"			2	68283	2.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Drugs and medicinal substances"	"E962.0"	2	1477571	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	6	1477571	0.4 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	1	1477571	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	3	1477571	0.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	3	1477571	0.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"By parent"	"E967.0"	4	1477571	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"By unspecified person"	"E967.9"	16	1477571	1.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	2	1477571	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	3	1477571	0.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Other specified means"	"E968.8"	7	1477571	0.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Unspecified means"	"E968.9"	16	1477571	1.1 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"			63	1477571	4.3
"Total"	"< 1 year"	"1"	"Female"	"F"	"1985"	"1985"					94	1832578	5.1
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	2	291442	0.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	1	291442	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1	291442	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	2	291442	0.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"By other specified person"	"E967.1"	1	291442	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"By unspecified person"	"E967.9"	19	291442	6.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	1	291442	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	1	291442	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Criminal neglect"	"E968.4"	2	291442	0.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	7	291442	2.4 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	11	291442	3.8 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"			48	291442	16.5
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Other Race"	"2131-1"	"Assault by hanging and strangulation"	"E963"	1	69831	1.4 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Other Race"	"2131-1"	"By unspecified person"	"E967.9"	1	69831	1.4 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"Other Race"	"2131-1"			2	69831	2.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Drugs and medicinal substances"	"E962.0"	1	1470406	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	8	1470406	0.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	2	1470406	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	4	1470406	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	1	1470406	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"By parent"	"E967.0"	1	1470406	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"By unspecified person"	"E967.9"	29	1470406	2.0
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Fire"	"E968.0"	2	1470406	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	3	1470406	0.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Hot liquid"	"E968.3"	1	1470406	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	2	1470406	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Other specified means"	"E968.8"	5	1470406	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Unspecified means"	"E968.9"	17	1470406	1.2 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"			76	1470406	5.2
"Total"	"< 1 year"	"1"	"Female"	"F"	"1986"	"1986"					126	1831679	6.9
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	6	301307	2.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	5	301307	1.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1	301307	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	5	301307	1.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"By parent"	"E967.0"	1	301307	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"By other specified person"	"E967.1"	1	301307	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"By unspecified person"	"E967.9"	16	301307	5.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	3	301307	1.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Pushing from a high place"	"E968.1"	1	301307	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	2	301307	0.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	12	301307	4.0 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"			53	301307	17.6
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Other Race"	"2131-1"	"Pushing from a high place"	"E968.1"	1	74686	1.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Other Race"	"2131-1"	"Other specified means"	"E968.8"	2	74686	2.7 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"Other Race"	"2131-1"			3	74686	4.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	10	1482248	0.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	3	1482248	0.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Handgun"	"E965.0"	1	1482248	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Unspecified explosive"	"E965.9"	1	1482248	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	2	1482248	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"By other specified person"	"E967.1"	1	1482248	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"By unspecified person"	"E967.9"	21	1482248	1.4
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	4	1482248	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Other specified means"	"E968.8"	10	1482248	0.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Unspecified means"	"E968.9"	9	1482248	0.6 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"			62	1482248	4.2
"Total"	"< 1 year"	"1"	"Female"	"F"	"1987"	"1987"					118	1858241	6.4
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	8	314067	2.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	1	314067	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	2	314067	0.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	2	314067	0.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"By parent"	"E967.0"	3	314067	1.0 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"By unspecified person"	"E967.9"	18	314067	5.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	6	314067	1.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	4	314067	1.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Hot liquid"	"E968.3"	1	314067	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Criminal neglect"	"E968.4"	5	314067	1.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	5	314067	1.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	14	314067	4.5 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"			69	314067	22.0
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Other Race"	"2131-1"	"By unspecified person"	"E967.9"	1	81997	1.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Other Race"	"2131-1"	"Criminal neglect"	"E968.4"	1	81997	1.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Other Race"	"2131-1"	"Other specified means"	"E968.8"	1	81997	1.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	1	81997	1.2 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"Other Race"	"2131-1"			4	81997	4.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	7	1511022	0.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	4	1511022	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Handgun"	"E965.0"	2	1511022	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	4	1511022	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"By parent"	"E967.0"	2	1511022	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"By other specified person"	"E967.1"	1	1511022	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"By unspecified person"	"E967.9"	30	1511022	2.0
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Pushing from a high place"	"E968.1"	1	1511022	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	3	1511022	0.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	3	1511022	0.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Other specified means"	"E968.8"	9	1511022	0.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Unspecified means"	"E968.9"	25	1511022	1.7
"Total"	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"			91	1511022	6.0
"Total"	"< 1 year"	"1"	"Female"	"F"	"1988"	"1988"					164	1907086	8.6
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	6	331408	1.8 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	2	331408	0.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Shotgun"	"E965.1"	1	331408	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1	331408	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	2	331408	0.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"By parent"	"E967.0"	1	331408	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"By other specified person"	"E967.1"	1	331408	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"By unspecified person"	"E967.9"	26	331408	7.8
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	3	331408	0.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Pushing from a high place"	"E968.1"	1	331408	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	3	331408	0.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Criminal neglect"	"E968.4"	6	331408	1.8 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	4	331408	1.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	16	331408	4.8 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"			73	331408	22.0
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Other Race"	"2131-1"	"Assault by hanging and strangulation"	"E963"	1	85299	1.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Other Race"	"2131-1"	"Assault by submersion (drowning)"	"E964"	1	85299	1.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Other Race"	"2131-1"	"By unspecified person"	"E967.9"	4	85299	4.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Other Race"	"2131-1"	"Striking by blunt or thrown object"	"E968.2"	1	85299	1.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Other Race"	"2131-1"	"Other specified means"	"E968.8"	1	85299	1.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	2	85299	2.3 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"Other Race"	"2131-1"			10	85299	11.7 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Unarmed fight or brawl"	"E960.0"	1	1554761	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	8	1554761	0.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	5	1554761	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Handgun"	"E965.0"	1	1554761	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	4	1554761	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	3	1554761	0.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"By parent"	"E967.0"	2	1554761	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"By unspecified person"	"E967.9"	31	1554761	2.0
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Fire"	"E968.0"	1	1554761	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	4	1554761	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Other specified means"	"E968.8"	4	1554761	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Unspecified means"	"E968.9"	23	1554761	1.5
"Total"	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"			87	1554761	5.6
"Total"	"< 1 year"	"1"	"Female"	"F"	"1989"	"1989"					170	1971468	8.6
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	2	337254	0.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	1	337254	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	3	337254	0.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	1	337254	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"By parent"	"E967.0"	1	337254	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"By unspecified person"	"E967.9"	34	337254	10.1
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	1	337254	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	4	337254	1.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Hot liquid"	"E968.3"	1	337254	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Criminal neglect"	"E968.4"	3	337254	0.9 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	5	337254	1.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	16	337254	4.7 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"			72	337254	21.3
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Other Race"	"2131-1"	"Assault by hanging and strangulation"	"E963"	1	89278	1.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Other Race"	"2131-1"	"By unspecified person"	"E967.9"	1	89278	1.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	2	89278	2.2 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"Other Race"	"2131-1"			4	89278	4.5 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	9	1602185	0.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	2	1602185	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Handgun"	"E965.0"	1	1602185	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	2	1602185	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	1	1602185	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"By parent"	"E967.0"	3	1602185	0.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"By other specified person"	"E967.1"	1	1602185	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"By unspecified person"	"E967.9"	40	1602185	2.5
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	1	1602185	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Hot liquid"	"E968.3"	1	1602185	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	1602185	0.1 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Other specified means"	"E968.8"	6	1602185	0.4 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Unspecified means"	"E968.9"	10	1602185	0.6 (Unreliable)
"Total"	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"			78	1602185	4.9
"Total"	"< 1 year"	"1"	"Female"	"F"	"1990"	"1990"					154	2028717	7.6
	"< 1 year"	"1"	"Female"	"F"	"1991"	"1991"	"Black or African American"	"2054-5"	"Other solid and liquid substances"	"E962.1"	1	336147	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1991"	"1991"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	4	336147	1.2 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1991"	"1991"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	2	336147	0.6 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1991"	"1991"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1	336147	0.3 (Unreliable)
	"< 1 year"	"1"	"Female"	"F"	"1991"	"1991"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	2	336147	0.6 (Unreliable)
