"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	4	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"			11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	31	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	36	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	22	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	19	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	38	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"			248	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"					349	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	20	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	29	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	24	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	44	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	32	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	28	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	21	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	31	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"			296	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	3	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"			33	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	71	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	84	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	102	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	98	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	90	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	76	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	83	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	78	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	106	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	101	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	157	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"			1046	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"					1375	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"							1724	Not Applicable	Not Applicable
"Total"									1746874	2320363006	75.3
"---"
"Dataset: Compressed Mortality, 1968-1978"
"Query Parameters:"
"Title:"
"Age Group: All"
"Gender: All"
"ICD-8 Codes: E800-E999 (Accidents, poisonings, and violence (external cause))"
"Race: All"
"States: All"
"Year: All, 1968 to 1978"
"Group By: Age Group, Gender, Race, Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Jan 19, 2016 11:45:22 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1968-1978. CDC WONDER Online Database, compiled from Compressed Mortality File CMF 1968-1988, Series 20, No. 2A, 2000. Accessed"
"at http://wonder.cdc.gov/cmf-icd8.html on Jan 19, 2016 11:45:22 AM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"---"
Caveats:
"1. About national population figures: population figures for 1968-69 and 1971-78 are intercensal estimates of the July 1"
"resident population; population figures for 1970 are April 1 modified census counts. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Population Information."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the number of live births"
"for the given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
