"year","female","male","total","country_code"
1975,78.68,72.24,75.33,"isl"
1976,79.89,73.71,76.69,"isl"
1977,79.24,73.15,76.09,"isl"
1978,79.3,73.66,76.41,"isl"
1979,79.35,73.96,76.62,"isl"
1980,80.07,73.39,76.62,"isl"
1981,79.56,73.32,76.32,"isl"
1982,79.45,74.53,76.95,"isl"
1983,80.37,73.15,76.59,"isl"
1984,80.2,74.72,77.4,"isl"
1985,80.34,74.83,77.54,"isl"
1986,80.77,75.41,78.05,"isl"
1987,79.67,74.8,77.22,"isl"
1988,79.81,74.41,77.04,"isl"
1989,80.12,76.11,78.13,"isl"
1990,80.53,75.36,77.94,"isl"
1991,81.15,74.84,77.9,"isl"
1992,80.73,76.72,78.74,"isl"
1993,80.82,77.04,78.94,"isl"
1994,81.27,77.1,79.21,"isl"
1995,80.07,75.94,78,"isl"
1996,81.16,76.5,78.8,"isl"
1997,81.52,76.32,78.87,"isl"
1998,81.53,77.69,79.63,"isl"
1999,81.38,77.44,79.42,"isl"
2000,81.54,77.85,79.71,"isl"
2001,82.9,78.27,80.6,"isl"
2002,82.34,78.52,80.44,"isl"
2003,82.48,79.49,81.02,"isl"
2004,82.89,78.9,80.91,"isl"
2005,83.28,79.45,81.38,"isl"
2006,82.78,79.37,81.1,"isl"
2007,83.04,79.43,81.29,"isl"
2008,83.08,79.78,81.45,"isl"
2009,83.61,79.67,81.67,"isl"
2010,83.84,79.73,81.83,"isl"
1983,76.53,73.1,74.82,"isr"
1984,76.91,73.3,75.11,"isr"
1985,77.17,73.7,75.45,"isr"
1986,77.08,73.44,75.27,"isr"
1987,77.58,73.72,75.66,"isr"
1988,77.91,74.1,76.02,"isr"
1989,78.4,74.79,76.61,"isr"
1990,78.8,75.32,77.09,"isr"
1991,78.69,75.15,76.95,"isr"
1992,78.68,74.91,76.82,"isr"
1993,79.27,75.5,77.42,"isr"
1994,79.56,75.71,77.68,"isr"
1995,79.6,75.63,77.66,"isr"
1996,80.21,76.24,78.29,"isr"
1997,80.24,76.06,78.21,"isr"
1998,80.55,76.15,78.41,"isr"
1999,80.65,76.64,78.71,"isr"
2000,81,76.69,78.92,"isr"
2001,81.46,77.1,79.35,"isr"
2002,81.37,77.18,79.34,"isr"
2003,81.72,77.54,79.7,"isr"
2004,82.19,78.01,80.17,"isr"
2005,82.14,78.21,80.25,"isr"
2006,82.46,78.62,80.61,"isr"
2007,82.55,78.72,80.7,"isr"
2008,82.92,79.04,81.04,"isr"
2009,83.32,79.63,81.55,"isr"
1872,30.2,29.22,29.7,"ita"
1873,31.79,31.44,31.61,"ita"
1874,31.97,31.56,31.76,"ita"
1875,31.61,31.07,31.33,"ita"
1876,33.95,33.3,33.62,"ita"
1877,35.15,34.7,34.91,"ita"
1878,34.54,34.16,34.34,"ita"
1879,34.13,33.81,33.96,"ita"
1880,33.14,32.4,32.76,"ita"
1881,34.43,34.01,34.21,"ita"
1882,34.55,34.06,34.29,"ita"
1883,35.19,35.2,35.18,"ita"
1884,36.64,36.64,36.63,"ita"
1885,36.75,37,36.87,"ita"
1886,35.07,35.23,35.14,"ita"
1887,35.96,36.07,36,"ita"
1888,37.02,36.93,36.96,"ita"
1889,39.08,39.1,39.08,"ita"
1890,38.57,38.5,38.53,"ita"
1891,38.51,38.51,38.5,"ita"
1892,38.92,38.87,38.88,"ita"
1893,39.98,39.71,39.83,"ita"
1894,40.05,39.87,39.95,"ita"
1895,39.91,39.41,39.64,"ita"
1896,40.99,40.47,40.72,"ita"
1897,43.39,43.25,43.31,"ita"
1898,42.56,42.14,42.34,"ita"
1899,43.8,43.58,43.68,"ita"
1900,41.8,41.56,41.67,"ita"
1901,43.79,43.3,43.54,"ita"
1902,43.17,42.83,42.99,"ita"
1903,43.39,42.86,43.11,"ita"
1904,44.61,44.19,44.39,"ita"
1905,44.16,43.65,43.9,"ita"
1906,45.37,44.76,45.05,"ita"
1907,45.69,45.16,45.41,"ita"
1908,43.53,42.78,43.14,"ita"
1909,45.23,44.08,44.64,"ita"
1910,47.13,46.32,46.71,"ita"
1911,44.99,44.5,44.73,"ita"
1912,49.41,48.47,48.93,"ita"
1913,48.81,48.03,48.41,"ita"
1914,50.32,49.39,49.85,"ita"
1915,46.94,38.55,42.49,"ita"
1916,46.53,33.87,39.56,"ita"
1917,47.49,31.03,38.14,"ita"
1918,28.33,23.5,25.81,"ita"
1919,45.52,39.22,42.33,"ita"
1920,46.04,44.93,45.47,"ita"
1921,49.97,48.45,49.19,"ita"
1922,50.67,49.26,49.95,"ita"
1923,52.02,50.83,51.41,"ita"
1924,52.24,50.72,51.47,"ita"
1925,52.22,50.35,51.27,"ita"
1926,51.77,50.1,50.92,"ita"
1927,53.35,51.75,52.54,"ita"
1928,53.56,51.74,52.64,"ita"
1929,53.29,51.23,52.25,"ita"
1930,56.26,54.08,55.16,"ita"
1931,55.81,53.69,54.75,"ita"
1932,55.96,53.53,54.74,"ita"
1933,57.46,55.06,56.26,"ita"
1934,58.07,55.57,56.83,"ita"
1935,57.51,54.89,56.2,"ita"
1936,58.17,55.27,56.72,"ita"
1937,56.85,54.05,55.45,"ita"
1938,57.49,54.69,56.09,"ita"
1939,59.03,56.17,57.6,"ita"
1940,59.03,54.88,56.95,"ita"
1941,58.18,51.31,54.65,"ita"
1942,57.63,47.92,52.52,"ita"
1943,56.21,43.57,49.4,"ita"
1944,57.29,47.99,52.44,"ita"
1945,58.63,51.25,54.87,"ita"
1946,60.55,57.32,58.96,"ita"
1947,62.89,59.38,61.16,"ita"
1948,64.94,61.89,63.44,"ita"
1949,65.58,62.57,64.11,"ita"
1950,67.48,63.99,65.76,"ita"
1951,67.04,63.5,65.3,"ita"
1952,67.71,64.09,65.93,"ita"
1953,68.39,64.69,66.57,"ita"
1954,69.91,65.81,67.89,"ita"
1955,70.35,66.08,68.24,"ita"
1956,69.8,65.41,67.63,"ita"
1957,70.11,65.45,67.8,"ita"
1958,71.19,66.48,68.86,"ita"
1959,71.65,66.91,69.31,"ita"
1960,71.68,66.67,69.19,"ita"
1961,72.47,67.15,69.83,"ita"
1962,71.88,66.53,69.22,"ita"
1963,72.06,66.56,69.32,"ita"
1964,73.17,67.57,70.38,"ita"
1965,73.04,67.43,70.25,"ita"
1966,73.81,68.15,70.99,"ita"
1967,73.83,68.21,71.04,"ita"
1968,73.72,67.98,70.85,"ita"
1969,73.87,67.87,70.87,"ita"
1970,74.55,68.7,71.63,"ita"
1971,74.87,68.87,71.88,"ita"
1972,75.2,69.08,72.15,"ita"
1973,75.11,69.08,72.1,"ita"
1974,75.9,69.7,72.81,"ita"
1975,75.9,69.54,72.72,"ita"
1976,76.27,69.86,73.07,"ita"
1977,76.73,70.15,73.44,"ita"
1978,77.13,70.42,73.78,"ita"
1979,77.47,70.72,74.11,"ita"
1980,77.43,70.68,74.06,"ita"
1981,77.77,71.11,74.45,"ita"
1982,78.19,71.6,74.92,"ita"
1983,77.99,71.44,74.73,"ita"
1984,78.77,72.16,75.5,"ita"
1985,78.83,72.31,75.61,"ita"
1986,79.13,72.63,75.92,"ita"
1987,79.57,73.03,76.35,"ita"
1988,79.73,73.22,76.52,"ita"
1989,80.16,73.58,76.92,"ita"
1990,80.25,73.61,76.98,"ita"
1991,80.31,73.57,76.98,"ita"
1992,80.66,73.93,77.35,"ita"
1993,80.82,74.31,77.62,"ita"
1994,81.06,74.51,77.85,"ita"
1995,81.34,74.74,78.1,"ita"
1996,81.54,75.15,78.42,"ita"
1997,81.77,75.51,78.72,"ita"
1998,81.84,75.64,78.81,"ita"
1999,82.2,76.06,79.21,"ita"
2000,82.51,76.54,79.62,"ita"
2001,82.8,76.8,79.9,"ita"
2002,82.99,77.09,80.13,"ita"
2003,82.91,77.35,80.22,"ita"
2004,83.8,78.1,81.06,"ita"
2005,83.7,78.2,81.05,"ita"
2006,84.09,78.62,81.46,"ita"
2007,84.09,78.82,81.56,"ita"
2008,84.11,78.84,81.58,"ita"
2009,84.24,79.22,81.83,"ita"
1947,53.68,49.81,51.72,"jpn"
1948,58.66,55.05,56.86,"jpn"
1949,59.47,55.99,57.73,"jpn"
1950,60.91,57.59,59.25,"jpn"
1951,62.58,59.27,60.93,"jpn"
1952,64.68,61.27,62.98,"jpn"
1953,65.09,61.56,63.32,"jpn"
1954,66.6,62.51,64.54,"jpn"
1955,67.78,63.63,65.69,"jpn"
1956,67.68,63.45,65.55,"jpn"
1957,67.63,63.28,65.42,"jpn"
1958,69.33,64.78,67.04,"jpn"
1959,69.77,65.11,67.42,"jpn"
1960,70.15,65.32,67.7,"jpn"
1961,70.84,65.92,68.35,"jpn"
1962,71.13,66.2,68.63,"jpn"
1963,72.28,67.2,69.71,"jpn"
1964,72.77,67.64,70.18,"jpn"
1965,72.84,67.68,70.23,"jpn"
1966,73.66,68.46,71.04,"jpn"
1967,73.95,68.75,71.34,"jpn"
1968,74.29,69.06,71.66,"jpn"
1969,74.62,69.2,71.89,"jpn"
1970,74.67,69.32,71.99,"jpn"
1971,75.48,70.13,72.81,"jpn"
1972,75.93,70.53,73.24,"jpn"
1973,76.01,70.75,73.4,"jpn"
1974,76.36,71.25,73.83,"jpn"
1975,76.86,71.74,74.34,"jpn"
1976,77.28,72.12,74.74,"jpn"
1977,77.85,72.66,75.31,"jpn"
1978,78.21,72.95,75.64,"jpn"
1979,78.75,73.42,76.15,"jpn"
1980,78.75,73.38,76.12,"jpn"
1981,79.15,73.8,76.54,"jpn"
1982,79.71,74.25,77.05,"jpn"
1983,79.81,74.23,77.09,"jpn"
1984,80.25,74.59,77.49,"jpn"
1985,80.53,74.88,77.78,"jpn"
1986,80.96,75.26,78.2,"jpn"
1987,81.41,75.63,78.61,"jpn"
1988,81.31,75.57,78.53,"jpn"
1989,81.78,75.95,78.96,"jpn"
1990,81.85,75.93,78.97,"jpn"
1991,82.16,76.15,79.24,"jpn"
1992,82.28,76.12,79.28,"jpn"
1993,82.43,76.25,79.43,"jpn"
1994,82.89,76.58,79.82,"jpn"
1995,82.77,76.4,79.67,"jpn"
1996,83.49,77.02,80.35,"jpn"
1997,83.73,77.22,80.57,"jpn"
1998,83.92,77.18,80.64,"jpn"
1999,83.92,77.14,80.61,"jpn"
2000,84.54,77.68,81.2,"jpn"
2001,84.87,78.02,81.54,"jpn"
2002,85.17,78.28,81.82,"jpn"
2003,85.27,78.31,81.88,"jpn"
2004,85.52,78.6,82.16,"jpn"
2005,85.45,78.5,82.05,"jpn"
2006,85.74,78.93,82.43,"jpn"
2007,85.93,79.12,82.61,"jpn"
2008,86,79.24,82.7,"jpn"
2009,86.39,79.55,83.06,"jpn"
2010,86.3,79.56,83,"jpn"
2011,85.92,79.46,82.77,"jpn"
2012,86.43,79.96,83.27,"jpn"
1959,70.55,64.28,67.64,"ltu"
1960,73.02,66.98,70.28,"ltu"
1961,73.61,66.83,70.46,"ltu"
1962,72.45,65.92,69.42,"ltu"
1963,73.86,66.8,70.57,"ltu"
1964,75.05,68.3,71.94,"ltu"
1965,74.75,68.16,71.69,"ltu"
1966,75.12,68.16,71.87,"ltu"
1967,75.47,67.98,71.96,"ltu"
1968,75.16,67.68,71.63,"ltu"
1969,75.01,67.08,71.23,"ltu"
1970,75.03,66.81,71.1,"ltu"
1971,76.13,67.56,72.04,"ltu"
1972,75.45,66.83,71.31,"ltu"
1973,75.65,67.23,71.62,"ltu"
1974,75.71,67.02,71.54,"ltu"
1975,75.56,66.37,71.11,"ltu"
1976,75.88,66.3,71.22,"ltu"
1977,75.65,66.2,71.06,"ltu"
1978,75.43,66,70.85,"ltu"
1979,75.62,65.58,70.72,"ltu"
1980,75.63,65.58,70.7,"ltu"
1981,75.65,65.5,70.68,"ltu"
1982,75.99,65.92,71.07,"ltu"
1983,75.89,65.89,71.01,"ltu"
1984,75.56,65.33,70.53,"ltu"
1985,75.47,65.75,70.74,"ltu"
1986,76.43,67.92,72.38,"ltu"
1987,76.33,67.73,72.22,"ltu"
1988,76.26,67.45,72.02,"ltu"
1989,76.22,66.84,71.67,"ltu"
1990,76.15,66.39,71.37,"ltu"
1991,75.81,65.13,70.51,"ltu"
1992,75.88,64.79,70.35,"ltu"
1993,74.93,63.11,68.93,"ltu"
1994,74.77,62.52,68.52,"ltu"
1995,74.97,63.24,69.03,"ltu"
1996,75.8,64.61,70.2,"ltu"
1997,76.56,65.45,71.04,"ltu"
1998,76.58,65.97,71.34,"ltu"
1999,76.95,66.33,71.72,"ltu"
2000,77.38,66.74,72.15,"ltu"
2001,77.49,65.91,71.72,"ltu"
2002,77.48,66.18,71.85,"ltu"
2003,77.74,66.41,72.1,"ltu"
2004,77.73,66.27,72,"ltu"
2005,77.47,65.21,71.25,"ltu"
2006,77.06,65.05,70.96,"ltu"
2007,77.18,64.5,70.69,"ltu"
2008,77.51,65.92,71.69,"ltu"
2009,78.53,67.11,72.84,"ltu"
2010,78.74,67.54,73.18,"ltu"
2011,79.06,68.02,73.6,"ltu"
1960,72.16,66.05,69.01,"lux"
1961,72.46,66.78,69.54,"lux"
1962,71.82,65.65,68.63,"lux"
1963,71.93,65.95,68.86,"lux"
1964,72.98,65.42,69.04,"lux"
1965,72.93,66.08,69.39,"lux"
1966,72.5,66.27,69.3,"lux"
1967,73.03,66.53,69.68,"lux"
1968,73.35,67.33,70.27,"lux"
1969,73.3,66.56,69.84,"lux"
1970,72.92,66.4,69.58,"lux"
1971,72.95,66.17,69.46,"lux"
1972,73.88,67.63,70.68,"lux"
1973,74.45,66.75,70.47,"lux"
1974,74.31,66.97,70.54,"lux"
1975,74.14,67.03,70.5,"lux"
1976,74.07,67,70.45,"lux"
1977,75.77,67.92,71.74,"lux"
1978,75.25,68.26,71.7,"lux"
1979,75.97,68.83,72.38,"lux"
1980,75.17,69.85,72.56,"lux"
1981,75.86,68.85,72.35,"lux"
1982,76.06,68.83,72.44,"lux"
1983,76.82,69.78,73.33,"lux"
1984,76.57,69.58,73.11,"lux"
1985,76.95,70.21,73.65,"lux"
1986,78.36,70.71,74.56,"lux"
1987,77.57,70.56,74.12,"lux"
1988,78.45,70.93,74.73,"lux"
1989,77.98,71.22,74.66,"lux"
1990,78.22,72.3,75.37,"lux"
1991,78.85,71.93,75.45,"lux"
1992,78.22,71.89,75.12,"lux"
1993,79.2,72.12,75.73,"lux"
1994,79.43,73.11,76.36,"lux"
1995,79.9,72.87,76.43,"lux"
1996,79.57,73.16,76.44,"lux"
1997,79.38,73.93,76.77,"lux"
1998,80.09,73.63,76.94,"lux"
1999,80.67,74.25,77.55,"lux"
2000,80.74,74.45,77.68,"lux"
2001,80.41,75,77.81,"lux"
2002,81.18,74.57,77.93,"lux"
2003,80.76,74.77,77.8,"lux"
2004,82.15,75.95,79.1,"lux"
2005,82.02,76.64,79.38,"lux"
2006,81.68,76.72,79.23,"lux"
2007,81.98,76.66,79.38,"lux"
2008,82.73,78.02,80.48,"lux"
2009,82.9,78.01,80.56,"lux"
1959,72.64,65.54,69.48,"lva"
1960,73.49,66.25,70.31,"lva"
1961,73.92,66.33,70.54,"lva"
1962,73.18,65.85,69.91,"lva"
1963,73.66,66.19,70.3,"lva"
1964,74.89,67.34,71.55,"lva"
1965,74.85,66.79,71.22,"lva"
1966,74.61,67,71.19,"lva"
1967,74.21,66.74,70.86,"lva"
1968,74.54,65.76,70.48,"lva"
1969,74.55,65.27,70.21,"lva"
1970,74.24,65.65,70.23,"lva"
1971,74.8,65.75,70.57,"lva"
1972,74.76,65.23,70.26,"lva"
1973,74.49,65.35,70.2,"lva"
1974,74.74,64.97,70.12,"lva"
1975,74.16,63.93,69.27,"lva"
1976,74.38,63.96,69.38,"lva"
1977,74.15,64.29,69.46,"lva"
1978,74.11,64.1,69.34,"lva"
1979,73.71,63.51,68.82,"lva"
1980,74.1,63.74,69.12,"lva"
1981,74.37,63.43,69.07,"lva"
1982,74.63,64.24,69.63,"lva"
1983,74.57,63.86,69.39,"lva"
1984,74.46,64.06,69.44,"lva"
1985,73.99,64.73,69.59,"lva"
1986,75.08,66.29,70.96,"lva"
1987,75.1,66.37,71.01,"lva"
1988,75.14,66.2,70.92,"lva"
1989,75.09,65.33,70.41,"lva"
1990,74.51,64.13,69.46,"lva"
1991,74.49,63.68,69.17,"lva"
1992,74.3,62.58,68.45,"lva"
1993,73.21,60.39,66.63,"lva"
1994,72.23,58.71,65.17,"lva"
1995,72.68,59.72,66.01,"lva"
1996,74.42,62.73,68.6,"lva"
1997,74.67,63.61,69.21,"lva"
1998,74.46,63.21,68.86,"lva"
1999,74.95,64.18,69.64,"lva"
2000,75.7,64.51,70.16,"lva"
2001,75.43,64.24,69.88,"lva"
2002,75.83,64.42,70.17,"lva"
2003,75.69,65.32,70.62,"lva"
2004,76.04,65.58,70.92,"lva"
2005,76.26,64.91,70.61,"lva"
2006,76.06,64.94,70.53,"lva"
2007,76.19,65.28,70.77,"lva"
2008,77.36,66.42,71.98,"lva"
2009,77.55,67.48,72.67,"lva"
2010,77.42,67.43,72.57,"lva"
2011,78.52,68.53,73.72,"lva"
1850,40.81,38.9,39.84,"nld"
1851,40.79,39.19,39.99,"nld"
1852,39.49,37.81,38.64,"nld"
1853,39.66,37.59,38.62,"nld"
1854,39.48,37.77,38.62,"nld"
1855,35.35,33.72,34.52,"nld"
1856,39.22,37.57,38.38,"nld"
1857,36.3,34.64,35.46,"nld"
1858,35.75,33.62,34.66,"nld"
1859,31.86,29.88,30.85,"nld"
1860,37.98,35.89,36.92,"nld"
1861,37.24,35.66,36.44,"nld"
1862,38.96,37.58,38.27,"nld"
1863,39.3,37.34,38.3,"nld"
1864,38.47,36.65,37.54,"nld"
1865,37.29,35.45,36.35,"nld"
1866,34.76,32.54,33.62,"nld"
1867,40.3,38.23,39.24,"nld"
1868,38.64,36.81,37.71,"nld"
1869,41.46,39.46,40.44,"nld"
1870,38.35,36.34,37.32,"nld"
1871,33.88,32,32.92,"nld"
1872,37.76,35.2,36.45,"nld"
1873,40.47,37.93,39.17,"nld"
1874,42.51,40.07,41.26,"nld"
1875,39.38,37.12,38.22,"nld"
1876,41.65,39.12,40.35,"nld"
1877,43.38,40.73,42.02,"nld"
1878,42.35,39.87,41.08,"nld"
1879,43.14,40.79,41.93,"nld"
1880,41.81,38.95,40.34,"nld"
1881,44.15,41.57,42.83,"nld"
1882,45.2,42.36,43.74,"nld"
1883,43.6,41.05,42.3,"nld"
1884,42.53,40.08,41.28,"nld"
1885,44.43,42.08,43.23,"nld"
1886,43.52,40.39,41.92,"nld"
1887,46.46,43.46,44.93,"nld"
1888,45.63,42.78,44.17,"nld"
1889,45.61,43.07,44.31,"nld"
1890,45.71,43.07,44.36,"nld"
1891,45.63,42.87,44.22,"nld"
1892,45.24,42.62,43.9,"nld"
1893,47.16,44.4,45.75,"nld"
1894,48.35,45.49,46.89,"nld"
1895,48.16,45.16,46.63,"nld"
1896,49.9,47.24,48.55,"nld"
1897,51.07,47.74,49.37,"nld"
1898,50.56,47.59,49.05,"nld"
1899,50.75,47.98,49.34,"nld"
1900,49.82,47.01,48.38,"nld"
1901,50.33,47.16,48.71,"nld"
1902,51.95,49.3,50.6,"nld"
1903,53.01,49.96,51.45,"nld"
1904,52.18,49.56,50.85,"nld"
1905,53.46,50.7,52.05,"nld"
1906,53.8,51.66,52.71,"nld"
1907,54.71,52.26,53.47,"nld"
1908,53.95,51.53,52.71,"nld"
1909,56.14,53.74,54.92,"nld"
1910,56.22,54.03,55.1,"nld"
1911,54.26,52.03,53.12,"nld"
1912,58.18,56.17,57.16,"nld"
1913,58.42,56.26,57.32,"nld"
1914,58.29,56.07,57.16,"nld"
1915,58.18,56.25,57.2,"nld"
1916,57.18,55.18,56.16,"nld"
1917,56.7,54.62,55.64,"nld"
1918,48.64,46.61,47.61,"nld"
1919,55.79,54.15,54.95,"nld"
1920,58.76,56.86,57.79,"nld"
1921,60.57,58.92,59.73,"nld"
1922,60.46,59.11,59.77,"nld"
1923,62.76,61.24,61.99,"nld"
1924,63.57,62.28,62.91,"nld"
1925,63.92,62.34,63.12,"nld"
1926,63.7,62.31,62.99,"nld"
1927,63.36,61.89,62.61,"nld"
1928,64.5,62.94,63.7,"nld"
1929,62.89,61.45,62.15,"nld"
1930,65.41,63.96,64.67,"nld"
1931,64.99,63.66,64.31,"nld"
1932,66.05,64.75,65.38,"nld"
1933,66.69,65.41,66.04,"nld"
1934,67.34,65.88,66.6,"nld"
1935,67.25,65.79,66.5,"nld"
1936,67.42,66.09,66.74,"nld"
1937,67.72,66.22,66.96,"nld"
1938,68.24,66.54,67.38,"nld"
1939,68.55,66.93,67.73,"nld"
1940,67.29,63.59,65.4,"nld"
1941,66.88,63.8,65.31,"nld"
1942,67.64,64.1,65.82,"nld"
1943,66.22,62.71,64.43,"nld"
1944,63.59,59.06,61.25,"nld"
1945,61.06,50.64,55.44,"nld"
1946,68.92,66.31,67.59,"nld"
1947,70.82,68.27,69.53,"nld"
1948,72.39,69.73,71.05,"nld"
1949,71.58,69.01,70.28,"nld"
1950,72.59,70.32,71.44,"nld"
1951,72.76,70.26,71.5,"nld"
1952,73.28,70.96,72.12,"nld"
1953,72.99,70.42,71.69,"nld"
1954,73.84,70.96,72.39,"nld"
1955,74.09,70.94,72.5,"nld"
1956,74.1,70.97,72.52,"nld"
1957,74.59,71.39,72.97,"nld"
1958,74.84,71.46,73.14,"nld"
1959,75.16,71.24,73.17,"nld"
1960,75.31,71.45,73.36,"nld"
1961,75.72,71.43,73.55,"nld"
1962,75.57,70.96,73.22,"nld"
1963,75.77,71.01,73.35,"nld"
1964,76.27,71.28,73.73,"nld"
1965,76.16,71.13,73.6,"nld"
1966,76.13,71.05,73.55,"nld"
1967,76.58,71.17,73.83,"nld"
1968,76.44,70.94,73.64,"nld"
1969,76.28,70.91,73.56,"nld"
1970,76.52,70.83,73.62,"nld"
1971,76.8,71.02,73.86,"nld"
1972,76.82,70.84,73.78,"nld"
1973,77.17,71.34,74.22,"nld"
1974,77.65,71.64,74.61,"nld"
1975,77.72,71.46,74.55,"nld"
1976,77.9,71.53,74.67,"nld"
1977,78.5,72.08,75.26,"nld"
1978,78.47,71.93,75.17,"nld"
1979,78.88,72.43,75.65,"nld"
1980,79.14,72.44,75.77,"nld"
1981,79.27,72.69,75.98,"nld"
1982,79.39,72.73,76.06,"nld"
1983,79.56,72.93,76.25,"nld"
1984,79.66,72.95,76.32,"nld"
1985,79.64,73.06,76.37,"nld"
1986,79.58,73.07,76.34,"nld"
1987,80.04,73.5,76.81,"nld"
1988,80.22,73.68,76.99,"nld"
1989,79.91,73.66,76.83,"nld"
1990,80.08,73.82,77,"nld"
1991,80.14,74.04,77.15,"nld"
1992,80.27,74.3,77.36,"nld"
1993,79.99,73.98,77.04,"nld"
1994,80.3,74.57,77.51,"nld"
1995,80.35,74.6,77.54,"nld"
1996,80.33,74.65,77.55,"nld"
1997,80.53,75.16,77.92,"nld"
1998,80.67,75.18,78,"nld"
1999,80.44,75.33,77.96,"nld"
2000,80.57,75.53,78.12,"nld"
2001,80.7,75.8,78.33,"nld"
2002,80.68,75.99,78.41,"nld"
2003,80.92,76.24,78.66,"nld"
2004,81.43,76.87,79.23,"nld"
2005,81.59,77.2,79.48,"nld"
2006,81.89,77.63,79.84,"nld"
2007,82.31,78.01,80.25,"nld"
2008,82.28,78.32,80.38,"nld"
2009,82.64,78.53,80.66,"nld"
1846,49.66,46.42,48.03,"nor"
1847,46.06,43.45,44.75,"nor"
1848,46.68,43.34,44.99,"nor"
1849,49.82,46.3,48.04,"nor"
1850,51.29,47.76,49.51,"nor"
1851,51.5,47.96,49.72,"nor"
1852,49.93,46.97,48.46,"nor"
1853,49.33,46.46,47.9,"nor"
1854,53.3,49.91,51.62,"nor"
1855,52.27,48.58,50.43,"nor"
1856,51.85,48.83,50.35,"nor"
1857,51.61,48.79,50.21,"nor"
1858,53.09,50.03,51.57,"nor"
1859,51.28,48.54,49.91,"nor"
1860,51.3,48.66,49.98,"nor"
1861,46.92,44.65,45.8,"nor"
1862,45.78,43.59,44.69,"nor"
1863,48.15,45.25,46.7,"nor"
1864,49.95,47.61,48.78,"nor"
1865,51.85,48.96,50.41,"nor"
1866,51.48,48.34,49.91,"nor"
1867,49.54,46.2,47.86,"nor"
1868,48.94,45.4,47.16,"nor"
1869,50.99,47.52,49.25,"nor"
1870,52.55,49.17,50.85,"nor"
1871,51.41,47.95,49.67,"nor"
1872,51.57,48.46,50.02,"nor"
1873,51.15,48.17,49.67,"nor"
1874,49.22,46.28,47.76,"nor"
1875,49.15,46.09,47.62,"nor"
1876,48.3,45.32,46.8,"nor"
1877,51.2,48.29,49.74,"nor"
1878,53.18,50.38,51.78,"nor"
1879,54.37,51.93,53.14,"nor"
1880,53.28,50.49,51.89,"nor"
1881,51.86,49.02,50.44,"nor"
1882,48.48,46.24,47.37,"nor"
1883,50.71,48.48,49.59,"nor"
1884,52.01,49.51,50.76,"nor"
1885,52.31,49.75,51.04,"nor"
1886,52.89,50.49,51.7,"nor"
1887,52.77,50.56,51.68,"nor"
1888,51.65,49.06,50.37,"nor"
1889,50.42,47.64,49.06,"nor"
1890,50.03,47.12,48.61,"nor"
1891,51.42,48.12,49.8,"nor"
1892,51.45,47.85,49.67,"nor"
1893,53.27,49.48,51.4,"nor"
1894,52.41,48.78,50.61,"nor"
1895,54.41,51.15,52.79,"nor"
1896,55.89,51.75,53.82,"nor"
1897,55.65,51.75,53.71,"nor"
1898,55.77,52.12,53.96,"nor"
1899,53.42,49.78,51.6,"nor"
1900,55.15,51.77,53.47,"nor"
1901,56.45,52.71,54.59,"nor"
1902,57.99,54.94,56.48,"nor"
1903,56.46,53.45,54.97,"nor"
1904,57.33,54.78,56.08,"nor"
1905,56.19,53.95,55.1,"nor"
1906,58.12,55.64,56.9,"nor"
1907,57.87,55.05,56.49,"nor"
1908,57.57,54.97,56.29,"nor"
1909,58.87,55.99,57.47,"nor"
1910,59.51,56.4,57.99,"nor"
1911,59.63,56.35,58.02,"nor"
1912,59.23,56.18,57.73,"nor"
1913,60.02,56.55,58.31,"nor"
1914,59.46,56.1,57.8,"nor"
1915,59.82,56.45,58.16,"nor"
1916,59.1,55.34,57.23,"nor"
1917,59.33,56.09,57.72,"nor"
1918,52.07,48.55,50.32,"nor"
1919,58.1,55.48,56.79,"nor"
1920,60.17,57.52,58.86,"nor"
1921,62.87,60.23,61.57,"nor"
1922,61.91,59.62,60.78,"nor"
1923,62.99,60.56,61.8,"nor"
1924,63.27,60.89,62.11,"nor"
1925,63.96,61.02,62.51,"nor"
1926,64.51,61.94,63.25,"nor"
1927,64.4,61.27,62.85,"nor"
1928,64.68,62.07,63.4,"nor"
1929,63.89,60.99,62.46,"nor"
1930,65.6,62.57,64.1,"nor"
1931,65.5,62.71,64.12,"nor"
1932,65.9,63.27,64.6,"nor"
1933,66.91,64.03,65.48,"nor"
1934,67.7,64.7,66.22,"nor"
1935,67.28,64.35,65.83,"nor"
1936,67.36,64.26,65.82,"nor"
1937,67.66,64.38,66.02,"nor"
1938,68.97,65.18,67.08,"nor"
1939,69.04,65.64,67.35,"nor"
1940,68.63,63.23,65.88,"nor"
1941,68.27,63.34,65.77,"nor"
1942,68.63,62.89,65.71,"nor"
1943,69.05,63.29,66.12,"nor"
1944,68.68,63.05,65.81,"nor"
1945,70.45,65.96,68.18,"nor"
1946,71.27,67.76,69.51,"nor"
1947,71.67,68.34,70,"nor"
1948,72.87,69.39,71.13,"nor"
1949,73.08,69.98,71.53,"nor"
1950,73.25,69.91,71.58,"nor"
1951,74.29,70.76,72.52,"nor"
1952,74.31,71,72.66,"nor"
1953,75.06,71.23,73.14,"nor"
1954,75.1,71.34,73.22,"nor"
1955,75.34,71.53,73.43,"nor"
1956,75.53,71.46,73.49,"nor"
